timestamp,balance,pnl,pnlPercent,symbol
1767194898501,100002.2558348429,2.2558348429009842,7.519449476336614E-5,BTCUSDT
1767194912009,99994.12920376945,-8.126631073451792,-2.7088159180706207E-4,BTCUSDT
1767194931555,99994.12920376945,0.0,0.0,BTCUSDT
1767194983186,99994.1257942421,-0.003409527345738399,-1.1365758412977814E-7,BTCUSDT
1767195001707,99987.48062567803,-6.645168564074982,-2.2151863126269186E-4,BTCUSDT
1767195016255,99982.41002395753,-5.07060172048547,-1.6904122025263754E-4,BTCUSDT
1767195049373,99981.35279096922,-1.057232988316715,-3.52472996021128E-5,BTCUSDT
1767195075181,99978.35518509761,-2.997605871605664,-9.993883152300581E-5,BTCUSDT
1767195091654,99973.19865731643,-5.1565277811783,-1.719214714568843E-4,BTCUSDT
1767195171241,99985.25722500782,12.058567691396485,4.020600138619916E-4,BTCUSDT
1767195188853,99977.2181942498,-8.039030758019207,-2.68007203632968E-4,BTCUSDT
1767195242555,99980.97719878356,3.7590045337510416,1.2532870326676223E-4,BTCUSDT
1767195270486,99982.08309507009,1.105896286535515,3.687022330047034E-5,BTCUSDT
1767195306478,99989.91362817163,7.830533101537898,2.610645447375496E-4,BTCUSDT
1767195332368,99980.63617655661,-9.277451615028872,-3.092795822562846E-4,BTCUSDT
1767195365677,99991.88410266904,11.247926112422228,3.7500348542689893E-4,BTCUSDT
1767195377044,99988.99073605523,-2.8933666138114393,-9.645338185115795E-5,BTCUSDT
1767195384282,99987.49277160242,-1.4979644528064475,-4.9937646194158905E-5,BTCUSDT
1767195402690,99981.6266118577,-5.866159744723431,-1.9556311768323777E-4,BTCUSDT
1767195463750,99989.3862780323,7.759666174587604,2.587030716724145E-4,BTCUSDT
1767195481776,99989.08609179498,-0.30018623731467875,-1.0007270054309414E-5,BTCUSDT
1767195543731,100005.97821105889,16.89211926391446,5.63132101851151E-4,BTCUSDT
1767195589324,100035.67283498454,29.694623925654607,9.897616274827496E-4,BTCUSDT
1767195640950,100030.29922003282,-5.373614951728974,-1.7905662381702267E-4,BTCUSDT
1767195660509,100030.30262996872,0.0034099359012928275,1.136301010087661E-7,BTCUSDT
1767195699776,100039.46634842605,9.16371845733909,3.0536474836155206E-4,BTCUSDT
1767195710146,100039.44930011891,-0.017048307149667537,-5.680527153250441E-7,BTCUSDT
1767195766954,100059.0532484254,19.603948306497365,6.532072578583611E-4,BTCUSDT
1767195805225,100053.00348229057,-6.049766134830791,-2.0153985532958237E-4,BTCUSDT
1767195837386,100053.1091460511,0.10566376052722967,3.520259490791872E-6,BTCUSDT
1767195873298,100053.1091460511,0.0,0.0,BTCUSDT
1767195903336,100053.91372829617,0.8045822450878857,2.680517217155835E-5,BTCUSDT
1767195912600,100044.47484169426,-9.438886601914017,-3.144600162783575E-4,BTCUSDT
1767195940507,100040.39079031508,-4.084051379167167,-1.3607452704175087E-4,BTCUSDT
1767195961249,100040.3873809324,-0.0034093826750567356,-1.1360020514789907E-7,BTCUSDT
1767196013893,100055.05511312203,14.667732189635869,4.887270222769891E-4,BTCUSDT
1767196046170,100052.4406828006,-2.614430321415487,-8.709972452864803E-5,BTCUSDT
1767196067482,100047.174534646,-5.266148154602721,-1.7544626659993755E-4,BTCUSDT
1767196106344,100049.66635038395,2.4918157379469825,8.302135965815724E-5,BTCUSDT
1767196113615,100049.66294180576,-0.0034085781859797904,-1.135628703329074E-7,BTCUSDT
1767196178696,100066.2641592553,16.601217449539003,5.530992296360913E-4,BTCUSDT
1767196213834,100077.2388977586,10.974738503292354,3.65582366694736E-4,BTCUSDT
1767196240708,100077.23549059124,-0.003407167357347751,-1.1348459099771255E-7,BTCUSDT
1767196264431,100083.03448923062,5.798998639377418,1.9315077369826732E-4,BTCUSDT
1767196340928,100082.73122548102,-0.30326374958585045,-1.0100404833298128E-5,BTCUSDT
1767196393637,100079.01153718031,-3.7196883007032984,-1.238871166935896E-4,BTCUSDT
1767196420452,100077.128885083,-1.8826520973145782,-6.27055253110407E-5,BTCUSDT
1767196437052,100077.12547433205,-0.0034107509501898055,-1.136040767818295E-7,BTCUSDT
1767196500153,100086.19745524791,9.071980915867325,3.0216631665725064E-4,BTCUSDT
